# Copyright (C) 2026 ysicing
# SPDX-License-Identifier: AGPL-3.0-or-later
登录已失效，请重新登录	انتهت جلستك. سجّل الدخول مجددًا.
登录时启动	التشغيل عند الدخول
登录时运行	يعمل عند تسجيل الدخول
登录项设置	عناصر الدخول
百度	Baidu
监控	المراقبة
目标转速	السرعة المستهدفة
直连	مباشر
相当于“磁盘工具”里的急救，但只检查不修改：核对启动盘的目录结构、文件分配与快照元数据是否一致。	مثل الإسعافات الأولية في أداة القرص لكن للقراءة فقط: يفحص اتساق بنية مجلدات قرص بدء التشغيل وتخصيص الملفات وبيانات اللقطات الوصفية.
省份	المقاطعة
确认清理	تنظيف
确认通知能正常显示	التحقق من ظهور الإشعارات
磁盘	القرص
磁盘已用 {}	القرص: {} مستخدمة
磁盘报告了严重警告，建议尽快备份	أبلغ القرص عن تحذير حرج؛ انسخ بياناتك احتياطيًا قريبًا
磁盘清理	تنظيف القرص
磁盘空间不足	مساحة القرص منخفضة
磁盘空间偏紧	مساحة القرص محدودة
社交	اجتماعي
移到废纸篓	نقل إلى سلة المهملات
移到废纸篓？	نقل إلى سلة المهملات؟
移动网络	شبكة جوال
移动网络 IP	IP جوال
移动运营商	مشغّل الجوال
空	فارغ
空格	مسافة
空闲	خامل
空间占用	استخدام المساحة
窗口	النافذة
窗口状态	الحالة المحفوظة
立即切换；显示器、应用名称等由系统提供的文字在下次启动时切换	يُطبّق فورًا؛ تتغير الأسماء التي يقدمها macOS، مثل الشاشات والتطبيقات، عند التشغيل التالي
立即同步	مزامنة الآن
竖向电量条表示当前占用比例	يعرض مقياس عمودي الاستخدام الحالي
等待批准	بانتظار الموافقة
等待选择	بانتظار اختيارك
签名团队	فريق التوقيع
签名方：{}	موقّع بواسطة: {}
签名校验未通过：{}	فشل التحقق من التوقيع: {}
粘贴	لصق
系统	النظام
系统代理	وكيل النظام
系统或其他用户的进程，XStats 不提供结束	عملية للنظام أو مستخدم آخر؛ لا يستطيع XStats إنهاءها
系统服务	خدمات النظام
系统正在把内存写到磁盘，可能会变慢。可以关掉占用大的应用。	يبدّل النظام الذاكرة إلى القرص وقد يبطؤ. أنهِ التطبيقات التي تستهلك ذاكرة كبيرة.
系统版号	رقم البناء
系统电池设置…	إعدادات بطارية النظام…
系统级资源库（第三方驱动、辅助工具或后台服务）	مكتبة النظام (برامج تشغيل أو أدوات مساعدة أو خدمات خلفية خارجية)
系统维护	الصيانة
系统自动	تلقائي
系统自带的应用不能卸载	لا يمكن إلغاء تثبيت تطبيقات النظام
系统调节	النظام
累计写入	البيانات المكتوبة
累计读取	البيانات المقروءة
繁忙	مشغول
纯净度 {} 分	درجة النقاء {}
纯净度看信誉、来路、邻居与网络类型四项；机房 IP 常见信誉高、来路和类型偏低。数据来自 cleanip.io	يقيس النقاء السمعة والمصدر والجيران ونوع الشبكة؛ غالبًا تسجل عناوين مراكز البيانات سمعة عالية ومصدرًا ونوعًا أقل. البيانات من cleanip.io
线程	الخيوط
线程 {}	الخيوط {}
线程数（只能读取自己的进程）	عدد الخيوط (عملياتك فقط)
经 Cloudflare {} 边缘节点	عبر عقدة Cloudflare الطرفية {}
经 {}	عبر {}
经 {} 直接连接	مباشرة عبر {}
经代理	عبر الوكيل
结束 {} 失败：{}	فشل إنهاء {}: {}
结束“{}”？	إنهاء «{}»؟
结束它会注销当前用户，已禁止	سيؤدي إنهاؤه إلى تسجيل خروجك؛ لذا مُنع
结束进程…	إنهاء العملية…
统一内存（CPU 与 GPU 共享）	ذاكرة موحّدة (مشتركة بين CPU وGPU)
统计家目录里每个文件夹占多少空间，并找出最大的文件；只读取大小，不改动任何文件。文件多时需要几十秒。	يقيس مساحة كل مجلد في مجلدك الرئيسي ويجد أكبر الملفات. يقرأ الأحجام فقط دون تغيير الملفات؛ وقد يستغرق دقيقة مع كثرة الملفات.
继续运行	مواصلة التشغيل
绿色正常、橙色偏高（60% 以上）、红色很高（85% 以上）	أخضر: طبيعي؛ برتقالي: مرتفع (فوق 60%)؛ أحمر: مرتفع جدًا (فوق 85%)
缓存	الذاكرات المؤقتة
缓存与日志直接删除，下载内容移到废纸篓。	تُحذف الذاكرات المؤقتة والسجلات؛ وتُنقل التنزيلات إلى سلة المهملات.
缓存也先移到废纸篓	نقل الذاكرات المؤقتة إلى السلة أيضًا
编辑	تعديل
网站	الموقع
网站分流	توجيه المواقع
网站没有接入 Cloudflare，读不到出口，按国内 / 国际规则归到对应出口	لا يستخدم الموقع Cloudflare، فلا يمكن قراءة منفذ خروجه. يُصنّف وفق قاعدة الصين / دولي.
网络	الشبكة
网络不通	لا يوجد اتصال
网络名称	اسم الشبكة
网络已恢复	عادت الشبكة
网络断开	انقطعت الشبكة
网络测速	اختبار سرعة الشبكة
网络环境变了，下面是之前的结果，正在重新检测。	تغيرت الشبكة. هذه النتائج السابقة؛ جارٍ إعادة الفحص.
网络类型	نوع الشبكة
网络详情打开时每秒 ping 一次，通了是绿格、不通是红格，显示最近 60 次	يرسل ping كل ثانية أثناء فتح تفاصيل الشبكة: أخضر عند الوصول وأحمر عند التعذر، ويعرض آخر 60 نتيجة
网络运营方	مشغّل الشبكة
网络连接中断超过 20 秒，恢复后再提示一次	انقطاع الشبكة لأكثر من 20 ثانية؛ يُرسل إشعارًا آخر عند عودتها
网络连接已中断超过 20 秒。可以打开网络详情查看接口与路由器状态。	انقطعت الشبكة لأكثر من 20 ثانية. افتح تفاصيلها لفحص الواجهة والموجّه.
网络连接已经恢复。	عاد اتصال الشبكة.
网络：{}	الشبكة: {}
网页数据	بيانات الويب
网页缓存与脚本缓存，不涉及 Cookie、历史记录和密码	ذاكرات الويب والبرامج النصية المؤقتة؛ لا تمس ملفات تعريف الارتباط أو السجل أو كلمات السر
置信度	الثقة
联动	مثبّتة
能效核	الكفاءة
腾讯 DNSPod	Tencent DNSPod
腾讯（119.29.29.29）	Tencent (119.29.29.29)
自 {} 起	منذ {}
自动	تلقائي
自动代理配置	إعداد وكيل تلقائي
自动检查更新	الفحص تلقائيًا
自动检测	الكشف تلقائيًا
自动（由路由器分配）	تلقائي (من الموجّه)
自定义	مخصص
自定义模式下 CPU 达到 {}°C 会自动交还系统控制；退出应用时风扇恢复自动。	في الوضع المخصص تعود المراوح لتحكم النظام عند بلوغ CPU {}°C، وللوضع التلقائي عند إنهاء التطبيق.
自定义转速时，CPU 达到该温度自动恢复系统控制	مع السرعة المخصصة، تعود المراوح لتحكم النظام عند بلوغ CPU هذه الحرارة
自己的进程为实际占用内存，系统进程为常驻内存	الاستهلاك الفعلي لعملياتك والذاكرة المقيمة لعمليات النظام
致谢	شكر وتقدير
良好	جيد
节点	العقدة
芯片	الشريحة
菜单栏	شريط القوائم
菜单栏图标	رموز شريط القوائم
菜单栏布局	تخطيط شريط القوائم
菜单栏里的图标可以调整顺序：按住 ⌘ 键拖动任意一个，松开后位置会一直保留。新开启的项目由系统安排位置，可能离其他图标较远，拖一下就能挪到一起。	لإعادة ترتيب الرموز، اضغط ⌘ واسحبها؛ تُحفظ مواقعها. يحدد macOS موضع العناصر الجديدة وقد يبعدها عن غيرها؛ اسحبها لتجميعها.
菜单栏里还没有开启任何项目。	لم تُفعّل أي عناصر في شريط القوائم بعد.
菜单栏项目	عناصر شريط القوائم
菜单栏风格	نمط شريط القوائم
蓝牙设备	أجهزة Bluetooth
蓝牙设备电量 {}%	بطارية جهاز Bluetooth {}%
蓝牙设备电量低	بطارية Bluetooth منخفضة
蓝牙设备电量低时提示	تلميح انخفاض بطارية Bluetooth
覆盖远端设置？	استبدال الإعدادات البعيدة؟
解压失败：{}	فشل فك الضغط: {}
计算中	جارٍ الحساب
记录历史数据	تسجيل السجل
设置	الإعدادات
设置 · {}	الإعدادات · {}
设置…	الإعدادات…
设置同步	مزامنة الإعدادات
设置备份版本不受支持，请先更新 XStats	إصدار النسخة الاحتياطية غير مدعوم. حدّث XStats أولًا
设置改动后 2 秒内上传；启动、唤醒与每 15 分钟检查一次云端	تُرفع التغييرات خلال ثانيتين؛ تُفحص السحابة عند التشغيل والإيقاظ وكل 15 دقيقة
设置文件超过 1 MB，已停止同步	يتجاوز ملف الإعدادات 1 MB. توقفت المزامنة
设置风扇目标转速，或恢复系统自动控制	تعيين سرعات المراوح المستهدفة أو إعادتها للتحكم التلقائي
评分由 cleanip.io 提供，点击查看完整报告	التقييم من cleanip.io. انقر لفتح التقرير الكامل
该项目在菜单栏里的实时效果	معاينة حية لهذا العنصر في شريط القوائم
详情关闭时，菜单栏显示网络项期间每 {} 秒探测一次，打开详情就能看到最近的连接情况；关闭后只在打开详情时探测，更省电	عندما تكون التفاصيل مغلقة ويظهر عنصر الشبكة في شريط القوائم، يُفحص كل {} ثانية لتوفير نتائج حديثة عند فتح التفاصيل. عطّله للفحص فقط أثناء فتح التفاصيل وتوفير الطاقة.
语言	اللغة
请从菜单退出 XStats	أنه XStats من قائمته
请先保存 WebDAV 配置	احفظ إعداد WebDAV أولًا
请先在“系统设置 → Apple 智能与 Siri”中开启 Apple 智能。	فعّل Apple Intelligence في إعدادات النظام ← Apple Intelligence وSiri أولًا.
请在“系统设置 › 通用 › 登录项”中允许 XStats 的后台项目。	اسمح بـ XStats في إعدادات النظام › عام › عناصر الدخول.
请填写一个域名，例如 example.com	أدخل نطاقًا مثل example.com
请填写已存在的 HTTPS 目录；文件名固定为 xstats-settings.json。	أدخل مجلد HTTPS موجودًا. اسم الملف هو xstats-settings.json.
请打开系统自带的“磁盘工具”，选择启动盘运行“急救”进行修复	افتح أداة القرص المدمجة، واختر قرص بدء التشغيل وشغّل الإسعافات الأولية لإصلاحه
请输入 WebDAV 密码或应用专用密码	أدخل كلمة سر WebDAV أو كلمة سر التطبيق
请输入 WebDAV 用户名，不能包含冒号或控制字符	أدخل اسم مستخدم WebDAV دون نقطتين أو محارف تحكم
请输入有效的 HTTPS WebDAV 目录地址，不要包含账号、查询参数或片段	أدخل عنوان HTTPS صالحًا لمجلد WebDAV دون بيانات اعتماد أو معاملات استعلام أو أجزاء
读 {} · 写 {}	قراءة {} · كتابة {}
读写最多的应用	أكثر التطبيقات نشاطًا على القرص
读写速度	القراءة والكتابة
读到了这次连接的出口	قُرئ منفذ خروج هذا الاتصال مباشرة
读取	قراءة
读取中	جارٍ التحميل
调节风扇需要安装辅助工具，仅需管理员授权一次。	يتطلب التحكم بالمراوح المساعد وموافقة مسؤول مرة واحدة.
调速模式	وضع المروحة
负载在上升	الحمل يرتفع
负载在下降	الحمل ينخفض
负载平稳	الحمل مستقر
账号	الحساب
账号与云端设置会立即删除，无法恢复。	يُحذف الحساب وإعدادات السحابة فورًا ولا يمكن استعادتها.
账号与同步	الحساب والمزامنة
走势图显示最近多长时间	المدة السابقة التي يعرضها مخطط الاتجاه
走势时长	مدة الاتجاه
超时	انتهت المهلة
超级核	فائقة
超过 1 天未更新的 .crdownload / .part / .download	ملفات .crdownload / .part / .download لم تتغير لأكثر من يوم
跟随整体	اتباع النمط العام
跟随整体（{}）	اتباع العام ({})
跟随系统	اتباع النظام
路径不可读	المسار غير قابل للقراءة
路径包含 ..	المسار يحتوي على ..
路径包含控制字符	المسار يحتوي على محارف تحكم
路由器	الموجّه
路由器（网关）	الموجّه (البوابة)
跳过 {} 项	تم تخطي {}
跳过此版本	تخطي هذا الإصدار
转速 {}	السرعة {}
转速最高的风扇	أسرع مروحة
软件更新	تحديث البرامج
轻量的 macOS 菜单栏系统监控：CPU、GPU、内存、网络、温度、风扇、防休眠与清理。	مراقب خفيف في شريط قوائم macOS: CPU وGPU والذاكرة والشبكة والحرارة والمراوح ومنع الإسبات والتنظيف.
较弱	ضعيف
辅助工具	الأداة المساعدة
辅助工具未启用	المساعد غير مفعّل
辅助工具版本比应用旧，部分功能可能无法使用，请重新安装一次（需要管理员授权）。	المساعد أقدم من التطبيق وقد لا تعمل بعض الميزات. أعد تثبيته (يتطلب موافقة مسؤول).
过热温度	حد فرط الحرارة
运行中 · PID {}	قيد التشغيل · PID {}
还可用	المتاح
还有 {} 个	{} إضافية
还没有足够的记录。菜单栏显示电池或打开这个页面时，每分钟记录一次电量	لا توجد سجلات كافية بعد. يُسجل المستوى كل دقيقة عند عرض البطارية في شريط القوائم أو فتح هذه الصفحة
还能用 {}	المتبقي {}
这一类没有检测结果	لا توجد نتائج في هذه الفئة
这个小时的免费额度用完了，{} 分钟后可以再试	نفدت الحصة المجانية لهذه الساعة؛ حاول بعد {} دقيقة
这个小时的免费额度用完了，过一会儿再试	نفدت الحصة المجانية لهذه الساعة؛ حاول لاحقًا
这个快捷键已被其他应用或系统占用，请换一个	يستخدم تطبيق آخر أو النظام هذا الاختصار. اختر غيره.
这台 Mac 不提供功耗读数	لا يقدم هذا الـ Mac قراءات الطاقة
这台 Mac 不支持 Apple 智能。	لا يدعم هذا الـ Mac Apple Intelligence.
这台 Mac 没有电池	لا يحتوي هذا الـ Mac على بطارية
这台 Mac 没有电池：菜单栏显示电量最低的蓝牙设备，弹窗只列蓝牙设备	هذا الـ Mac بلا بطارية: يعرض شريط القوائم جهاز Bluetooth الأقل شحنًا، وتعرض النافذة المنبثقة أجهزة Bluetooth فقط
这段时间没有记录	لا توجد سجلات لهذه الفترة
这段时间还没有记录。XStats 运行时每分钟记录一次，睡眠与锁屏期间不记录。	لا توجد سجلات لهذه الفترة بعد. يسجل XStats كل دقيقة أثناء التشغيل باستثناء الإسبات وقفل الشاشة.
这里列出资源库里的 LaunchAgents 与 LaunchDaemons。停用只写入系统的停用记录并卸载，不删除文件，随时可以重新启用；登录时打开的应用与后台权限在系统设置里管理。	يعرض LaunchAgents وLaunchDaemons من مجلدات المكتبة. يسجل التعطيل حالتها ويوقف تحميلها دون حذف الملفات، ويمكن إعادة تفعيلها متى شئت. تُدار تطبيقات الدخول وأذونات الخلفية في إعدادات النظام.
这里显示已配对蓝牙配件，以及最近 30 分钟内读到的电量	يعرض ملحقات Bluetooth المقترنة وقراءات البطارية خلال آخر 30 دقيقة
进程	العمليات
进程 {} · 线程 {}	العمليات {} · الخيوط {}
进程名：{}	اسم العملية: {}
进程启动以来累计占用的 CPU 时间	وقت CPU الإجمالي منذ بدء العملية
进程页刷新频率调整为每 2 秒	تُحدّث صفحة العمليات الآن كل ثانيتين
远端尚无设置文件，请先上传本机设置	لا يوجد ملف إعدادات بعيد بعد. ارفع الإعدادات المحلية أولًا
远端文件不是有效的 XStats 设置备份，本机设置未更改	الملف البعيد ليس نسخة احتياطية صالحة لإعدادات XStats. لم تتغير الإعدادات المحلية
远端文件将替换为当前设置；其他 Mac 的改动不会合并。	سيُستبدل الملف البعيد بهذه الإعدادات. لن تُدمج تغييرات أجهزة Mac الأخرى.
远端文件已锁定，请稍后重试	الملف البعيد مقفل. حاول لاحقًا
连不上	يتعذر الوصول إليه
连接信息有改动，请先保存配置	تغيرت معلومات الاتصال. احفظ الإعداد أولًا
连接探测	فحص الاتصال
连接探测历史	سجل الفحص
连接探测只在需要时运行，更省电	يعمل فحص الاتصال عند الحاجة فقط لتوفير الطاقة
退出	إنهاء
退出 XStats	إنهاء XStats
退出应用	إنهاء التطبيق
退出应用…	إنهاء التطبيق…
退出登录	تسجيل الخروج
适中	معتدل
选择显示项目	اختيار العناصر
选择语言	اختيار اللغة
通用	عام
可选功能	ميزات اختيارية
通电时间	ساعات التشغيل
通电次数	دورات التشغيل
通知	الإشعارات
通知可以正常显示。发生你打开的状况时，会像这样提醒你。	تعمل الإشعارات. سيصلك تنبيه كهذا عند حدوث حالة فعّلتها.
通过 {} 登录	تم تسجيل الدخول باستخدام {}
速度与省电介于两者之间	متوسطة بين السرعة والكفاءة
部分网站直连、部分经代理，每个网站走哪个出口见下方。	تتصل بعض المواقع مباشرة وأخرى عبر وكيل. راجع منفذ خروج كل موقع أدناه.
部分项目需要“完全磁盘访问权限”才能扫描（Safari 缓存、废纸篓）。	تتطلب بعض العناصر الوصول الكامل إلى القرص لفحصها (ذاكرات Safari المؤقتة وسلة المهملات).
配置已保存，上传或下载时将验证连接	حُفظ الإعداد. سيُتحقق من الاتصال عند الرفع أو التنزيل
配置方式	طريقة الإعداد
释放内存	تحرير الذاكرة
重做	إعادة
重新分析	إعادة التحليل
重新安装	إعادة التثبيت
重新扫描	إعادة الفحص
重新查询公网 IP	الاستعلام عن IP العام مجددًا
重新检测	إعادة الفحص
重新生成	إعادة الإنشاء
重新读取蓝牙设备电量	قراءة بطاريات أجهزة Bluetooth مجددًا
重置上传与下载统计：从现在起重新累计。重启后自动回到开机后的累计；右键可改回	أعد تعيين إجمالي الرفع والتنزيل للعد من الآن. يعود بعد إعادة التشغيل إلى الإجمالي منذ الإقلاع؛ ويمكن إعادته بالنقر بزر الماوس الأيمن
重置后上传	المرفوع منذ إعادة التعيين
重置后下载	المنزّل منذ إعادة التعيين
键盘、鼠标、耳机等低于 20% 时，在菜单栏的电池项目旁显示该设备的图标与电量；需要开启电池项目	عندما تقل بطارية لوحة مفاتيح أو ماوس أو سماعات عن 20%، يعرض رمزها ومستواها بجانب عنصر البطارية في شريط القوائم؛ يتطلب تفعيل عنصر البطارية
闲	خامل
防休眠	منع الإسبات
防休眠已开启	منع الإسبات مفعّل
阿里云	Alibaba Cloud
阿里云（223.5.5.5）	Alibaba Cloud (223.5.5.5)
降温	تبريد
隐私	الخصوصية
隐私政策	سياسة الخصوصية
隐藏 XStats	إخفاء XStats
隐藏序列号	إخفاء الرقم التسلسلي
需要 macOS 26 及以上，并在系统设置中开启 Apple 智能。	يتطلب macOS 26 أو أحدث مع تفعيل Apple Intelligence في إعدادات النظام.
需要完全磁盘访问权限	يتطلب الوصول الكامل إلى القرص
需要注意	يحتاج إلى انتباه
需要管理员授权	يتطلب موافقة مسؤول
需要管理员权限。已完成的 Time Machine 备份不受影响，只是本机上这些快照对应的时间点无法再从本地恢复。	يتطلب صلاحيات مسؤول. لا تتأثر نسخ Time Machine الاحتياطية المكتملة؛ فقط لن تتمكن من استعادة أوقات هذه اللقطات محليًا من هذا الـ Mac.
非常干净	نظيف جدًا
风扇	المراوح
风扇 {}	المروحة {}
风扇安全温度	حرارة أمان المروحة
风扇模式	وضع المروحة
风扇设置	إعدادات المراوح
风扇转速	سرعة المروحة
风格	النمط
风险标记	علامات الخطورة
风险评分	درجة الخطورة
饼图	مخطط دائري
饼图表示当前占用比例	يعرض المخطط الدائري الاستخدام الحالي
首次发送时系统会询问是否允许通知	يطلب النظام الإذن في المرة الأولى
高占用进程	أكثر العمليات استهلاكًا
高负载	حمل مرتفع
高负载时着色	تلوين الحمل المرتفع
高风险	خطورة عالية
默认只在菜单栏运行；打开后，主窗口开着时图标出现在程序坞与 ⌘Tab 中	يعمل XStats افتراضيًا في شريط القوائم. فعّل هذا لإظهار رمزه في Dock و⌘Tab أثناء فتح النافذة الرئيسية
（{}）	 ({})
，	، 
，{} 项未能移动	، تعذّر نقل {}
，充电中	، جارٍ الشحن
，已从程序坞移除	، أُزيل من Dock
：{}	: {}
尚未启用	غير مفعّل
正在刷新	جارٍ التحديث
立即刷新	تحديث الآن
默认关闭	معطّل افتراضيًا
AI 使用统计	استخدام الذكاء الاصطناعي
Codex / Claude Code 本机模型与 Token 使用统计	استخدام نماذج ورموز Codex / Claude Code محليًا
今天	اليوم
模型	النموذج
全部模型	كل النماذج
输入 Token	رموز الإدخال
输出 Token	رموز الإخراج
缓存 Token	الرموز المخزنة مؤقتًا
缓存命中率	نسبة إصابة الذاكرة المؤقتة
用量记录	سجلات الاستخدام
模型排行	ترتيب النماذج
启用使用统计	تفعيل إحصاءات الاستخدام
只读本机 Codex / Claude Code 会话日志，按模型统计 Token；不读取登录凭据，不查询订阅额度。	يقرأ سجلات جلسات Codex / Claude Code المحلية لحساب الرموز حسب النموذج دون بيانات تسجيل الدخول أو طلبات الحصة.
缓存 Token 已包含在输入中，推理 Token 已包含在输出中。	رموز الذاكرة المؤقتة ضمن الإدخال ورموز الاستدلال ضمن الإخراج.
所选时间范围没有用量记录	لا توجد سجلات في هذه الفترة
部分会话日志无法读取，统计可能不完整	تعذرت قراءة بعض السجلات وقد تكون الإحصاءات غير مكتملة
读取失败，显示上次统计结果	فشلت القراءة؛ تُعرض الإحصاءات السابقة
正在读取会话日志…	جارٍ قراءة سجلات الجلسات…
暂无本机用量数据	لا توجد بيانات استخدام محلية
仅统计本机日志，不代表订阅账单或其他设备的用量	سجلات محلية فقط، وليست فاتورة اشتراك أو استخدام أجهزة أخرى
缓存创建 Token	رموز إنشاء الذاكرة المؤقتة
Token 活动	نشاط الرموز
每日	يومي
每周	أسبوعي
{} 当周：{} Tokens	أسبوع {}: {} Tokens
截至 {} 当周累计：{} Tokens	الإجمالي حتى أسبوع {}: {} Tokens
AI 助手	AI Assistant
AI 解释	AI Explanation
用 AI 解释	Explain with AI
配置 AI 助手	Configure AI Assistant
默认服务	Default service
Apple 智能	Apple Intelligence
Apple 智能不可用时	When Apple Intelligence is unavailable
备用服务	Fallback service
不使用备用	No fallback
CLI 服务	CLI services
选择 Codex 或 Claude 作为默认或备用服务后，点击解释才会通过 CLI 联网发送脱敏进程摘要，并可能消耗额度。不发送完整路径、命令行参数或环境变量。	Choosing Codex or Claude as default or fallback authorizes sending a redacted process summary through that CLI when you click Explain. This may use the network and consume quota. Full paths, process arguments and environment variables are not sent.
测试进程解释	Test process explanation
正在生成解释…	Generating explanation…
可用（本机生成）	Available (on-device)
用于解释进程，不自动执行系统操作	Explains processes without automatically performing system actions
仅在设备、系统或模型不可用时使用备用服务	Fallback is used only when the device, system or model is unavailable
CLI 使用独立临时目录，不加载项目规则或扩展工具。Codex 忽略用户配置；模型留空使用 CLI 内置默认。登录由 CLI 自行管理。	CLI calls use a separate temporary directory without project rules or extension tools. Codex ignores user configuration; leave the model blank for the CLI built-in default. The CLI manages authentication.
可执行文件路径（留空自动发现）	Executable path (blank for automatic discovery)
模型（留空使用默认）	Model (blank for default)
未找到 CLI，请先安装或指定路径。	CLI not found. Install it or specify its path.
AI 助手已关闭，请在设置中启用。	AI Assistant is disabled. Enable it in Settings.
通过本机 CLI 调用 AI 服务，可能联网并消耗额度；结束进程前请自行确认。	Uses a local CLI to call an AI service, which may access the network and consume quota. Verify before quitting a process.
没有找到可执行的 CLI，请在 AI 助手设置中选择路径。	No executable CLI found. Specify its path in AI Assistant settings.
CLI 调用失败（退出码 {}）。请检查 CLI 版本和登录状态后重试。	CLI failed (exit code {}). Check its version and login status before retrying.
AI 请求超时，请稍后重试。	AI request timed out. Try again later.
CLI 返回内容过多，已停止本次请求。	CLI output exceeded the limit. The request was stopped.
CLI 尚未登录或登录已过期，请在终端重新登录。	CLI is not signed in or its login expired. Sign in again in your terminal.
AI 服务限流或额度不足，请稍后重试。	The AI service is rate-limited or out of quota. Try again later.
无法连接 AI 服务，请检查网络或 CLI 配置。	Cannot connect to the AI service. Check the network and CLI configuration.
当前 CLI 不支持所需的隔离参数，请升级 CLI。	This CLI does not support the required isolation options. Please upgrade it.
遇到时询问	Ask when unavailable
Apple 智能不可用。选择一次备用服务，后续会自动使用，也可以随时在设置中修改。	Apple Intelligence is unavailable. Choose a fallback once; the choice will be remembered and can be changed in Settings.
稍后再选	Decide later
日历	التقويم
菜单栏日历	تقويم شريط القوائم
日历设置…	إعدادات التقويم…
独立显示日期，点击打开月历；不受指标合并布局影响	عرض التاريخ بشكل مستقل؛ انقر لفتح التقويم حتى عند دمج المؤشرات
每周开始于	أول أيام الأسبوع
星期一	الاثنين
星期日	الأحد
农历	التقويم القمري الصيني
星期	أيام الأسبوع
法定节假日与调休	العطلات وأيام العمل التعويضية
传统与公历节日	المناسبات التقليدية والميلادية
二十四节气	الفصول الشمسية الأربعة والعشرون
干支	الدورة الستينية
三伏天	أيام القيظ
梅雨天	أيام أمطار البرقوق التقليدية
藏历	التقويم التبتي
回历	التقويم الهجري
公历始终显示。藏历与回历显示在日期详情中；梅雨天按传统历法推算，并非天气预报。	تظل التواريخ الميلادية ظاهرة. تظهر التواريخ التبتية والهجرية في تفاصيل اليوم. تُحسب أمطار البرقوق وفق القواعد التقليدية وليست توقعات جوية.
该日期暂无藏历数据	لا تتوفر بيانات التقويم التبتي لهذا التاريخ
该年份暂无中国法定假日与调休数据	لا تتوفر بيانات العطلات الصينية وأيام العمل التعويضية لهذه السنة
按传统历法推算，并非天气预报	حساب وفق التقويم التقليدي، وليس توقعًا جويًا
年份	السنة
月份	الشهر
上个月	الشهر السابق
下个月	الشهر التالي
班	ع
休	ر
调休上班	يوم عمل تعويضي
放假	عطلة
春节	عيد الربيع
元宵节	عيد الفوانيس
龙头节	مهرجان رأس التنين
上巳节	مهرجان شانغسي
清明节	عيد تشينغمينغ
端午节	عيد قوارب التنين
七夕节	عيد تشيشي
中元节	عيد الأشباح
中秋节	عيد منتصف الخريف
重阳节	عيد التسعة المزدوجة
冬至节	عيد الانقلاب الشتوي
腊八节	عيد لابا
除夕	ليلة رأس السنة القمرية
元旦	رأس السنة
劳动节	عيد العمال
国庆节	العيد الوطني
国庆中秋	العيد الوطني / منتصف الخريف
抗战胜利日	يوم النصر
立春	بداية الربيع
雨水	ماء المطر
惊蛰	استيقاظ الحشرات
春分	الاعتدال الربيعي
清明	الصفاء النقي
谷雨	مطر الحبوب
立夏	بداية الصيف
小满	الامتلاء الصغير
芒种	الحبوب في السنابل
夏至	الانقلاب الصيفي
小暑	الحر الصغير
大暑	الحر الكبير
立秋	بداية الخريف
处暑	نهاية الحر
白露	الندى الأبيض
秋分	الاعتدال الخريفي
寒露	الندى البارد
霜降	نزول الصقيع
立冬	بداية الشتاء
小雪	الثلج الصغير
大雪	الثلج الكبير
冬至	الانقلاب الشتوي
小寒	البرد الصغير
大寒	البرد الكبير
返回月历	العودة إلى التقويم
控制月历格中的日干支；黄历详情始终显示年月日干支	عرض دورة اليوم في خلايا الشهر؛ تتضمن تفاصيل التقويم التقليدي دائمًا دورات السنة والشهر واليوم
宜	مستحب
忌	يُتجنّب
纳音	نا يين
冲煞	التعارض / شا
冲{} 煞{}	التعارض: {} · شا: {}
值神	حارس اليوم
建除十二神	الحراس الاثنا عشر
吉神宜趋	حراس الحظ الحسن
今日胎神	حارس الجنين
凶神宜忌	حراس النحس
彭祖百忌	محظورات بنغ تسو
二十八星宿	منازل القمر
时辰吉凶	حظ الساعات
子时显示当日早子时；23 点起的晚子时按次日干支计算	تُعرض فترة زي من 00:00 إلى 00:59؛ ومن 23:00 تُستخدم دورة اليوم التالي
吉	حسن
凶	سيئ
